symbol,gpa,remarks
00301443Y,2.60,COMPLETED
00301444Z,2.30,COMPLETED
00301445A,3.15,COMPLETED
00301446B,2.85,COMPLETED
00301447C,3.55,COMPLETED
00301448D,2.30,COMPLETED
00301449E,3.60,COMPLETED
00301450F,2.45,COMPLETED
00301451G,,ABSENT8
00301452H,2.90,COMPLETED
00301453I,3.25,COMPLETED
00301454J,3.35,COMPLETED
00301455K,2.95,COMPLETED
00301456L,2.55,COMPLETED
00301457M,3.40,COMPLETED
00301458N,2.95,COMPLETED
00301459O,2.90,COMPLETED
00301460P,2.60,COMPLETED
00301461Q,3.15,COMPLETED
00301462R,2.65,COMPLETED
00301463S,3.35,COMPLETED
00301464T,2.90,COMPLETED
00301465U,3.40,COMPLETED
00301466V,3.20,COMPLETED
00301467W,3.35,COMPLETED
00301468X,2.70,COMPLETED
00301469Y,2.75,COMPLETED
00301470Z,3.35,COMPLETED
00301471A,2.75,COMPLETED
00301472B,2.95,COMPLETED
00301473C,2.90,COMPLETED
00301474D,2.75,COMPLETED
00301475E,3.05,COMPLETED
00301476F,2.80,COMPLETED
00301477G,2.65,COMPLETED
00301478H,2.65,COMPLETED
00301479I,2.75,COMPLETED
00301480J,2.80,COMPLETED
00301481K,2.80,COMPLETED
00301482L,3.10,COMPLETED
00301483M,3.25,COMPLETED
00301484N,2.80,COMPLETED
00301485O,3.00,COMPLETED
00301486P,3.10,COMPLETED
00301487Q,3.20,COMPLETED
00301488R,2.85,COMPLETED
00301489S,2.75,COMPLETED
00301490T,2.80,COMPLETED
00301491U,3.25,COMPLETED
00301492V,3.30,COMPLETED
00301493W,3.05,COMPLETED
00301494X,2.60,COMPLETED
00301495Y,2.75,COMPLETED
00301496Z,2.90,COMPLETED
00301497A,2.70,COMPLETED
00301498B,2.80,COMPLETED
00301499C,2.65,COMPLETED
00301500D,2.40,COMPLETED
00301501E,2.45,COMPLETED
00301502F,2.45,COMPLETED
00301503G,2.45,COMPLETED
00301504H,2.40,COMPLETED
00301505I,2.80,COMPLETED
00301506J,2.50,COMPLETED
00301507K,2.50,COMPLETED
00301508L,2.35,COMPLETED
00301509M,2.40,COMPLETED
00301510N,2.35,COMPLETED
00301511O,2.80,COMPLETED
00301512P,2.45,COMPLETED
00301513Q,2.90,COMPLETED
00301514R,2.25,COMPLETED
00301515S,2.40,COMPLETED
00301516T,2.95,COMPLETED
00301517U,2.35,COMPLETED
00301518V,2.25,COMPLETED
00301519W,2.95,COMPLETED
00301520X,2.30,COMPLETED
00301521Y,2.40,COMPLETED
00301522Z,2.25,COMPLETED
00301523A,2.60,COMPLETED
00301524B,2.35,COMPLETED
00301525C,2.20,COMPLETED
00301526D,2.80,COMPLETED
00301527E,2.30,COMPLETED
00301528F,2.30,COMPLETED
00301529G,2.65,COMPLETED
00301530H,3.10,COMPLETED
00301531I,2.75,COMPLETED
00301532J,2.25,COMPLETED
00301533K,2.25,COMPLETED
00301534L,2.40,COMPLETED
00301535M,2.45,COMPLETED
00301536N,2.45,COMPLETED
00301537O,3.25,COMPLETED
00301538P,2.30,COMPLETED
00301539Q,3.80,COMPLETED
00301540R,2.40,COMPLETED
00301541S,2.50,COMPLETED
00301542T,2.45,COMPLETED
00301543U,3.20,COMPLETED
00301544V,3.30,COMPLETED
00301545W,3.45,COMPLETED
00301546X,2.20,COMPLETED
00301547Y,2.55,COMPLETED
00301548Z,3.60,COMPLETED
00301549A,3.55,COMPLETED
00301550B,2.35,COMPLETED
00301551C,3.50,COMPLETED
00301552D,2.25,COMPLETED
00301553E,2.60,COMPLETED
00301554F,2.45,COMPLETED
00301555G,3.85,COMPLETED
00301556H,2.15,COMPLETED
00301557I,2.85,COMPLETED
00301558J,2.25,COMPLETED
00301559K,3.10,COMPLETED
00301560L,2.65,COMPLETED
00301561M,3.10,COMPLETED
00301562N,3.70,COMPLETED
00301563O,3.15,COMPLETED
00301564P,2.80,COMPLETED
00301565Q,3.35,COMPLETED
00301566R,2.85,COMPLETED
00301567S,3.20,COMPLETED
00301568T,3.05,COMPLETED
00301569U,3.05,COMPLETED
00301570V,2.75,COMPLETED
00301571W,3.70,COMPLETED
00301572X,3.05,COMPLETED
00301573Y,3.50,COMPLETED
00301574Z,3.05,COMPLETED
00301575A,3.45,COMPLETED
00301576B,3.35,COMPLETED
00301577C,3.60,COMPLETED
00301578D,3.70,COMPLETED
00301579E,3.05,COMPLETED
00301580F,3.40,COMPLETED
00301581G,3.35,COMPLETED
00301582H,3.65,COMPLETED
00301583I,3.45,COMPLETED
00301584J,4.00,COMPLETED
00301585K,4.00,COMPLETED
00301586L,3.60,COMPLETED
00301587M,3.35,COMPLETED
00301588N,4.00,COMPLETED
00301589O,3.75,COMPLETED
00301590P,3.40,COMPLETED
00301591Q,4.00,COMPLETED
00301592R,3.80,COMPLETED
00301593S,3.45,COMPLETED
00301594T,3.75,COMPLETED
00301595U,3.30,COMPLETED
00301596V,3.15,COMPLETED
00301597W,3.80,COMPLETED
00301598X,3.75,COMPLETED
00301599Y,4.00,COMPLETED
00301600Z,3.00,COMPLETED
00301601A,2.95,COMPLETED
00301602B,3.50,COMPLETED
00301603C,3.00,COMPLETED
00301604D,3.30,COMPLETED
00301605E,3.65,COMPLETED
00301606F,3.55,COMPLETED
00301607G,3.20,COMPLETED
00301608H,3.70,COMPLETED
00301609I,3.35,COMPLETED
00301610J,3.85,COMPLETED
00301611K,2.55,COMPLETED
00301612L,2.65,COMPLETED
00301613M,2.60,COMPLETED
00301614N,2.65,COMPLETED
00301615O,3.80,COMPLETED
00301616P,2.50,COMPLETED
00301617Q,2.95,COMPLETED
00301618R,2.80,COMPLETED
00301619S,2.95,COMPLETED
00301620T,2.35,COMPLETED
00301621U,2.60,COMPLETED
00301622V,2.95,COMPLETED
00301623W,2.80,COMPLETED
00301624X,2.70,COMPLETED
00301625Y,2.95,COMPLETED
00301626Z,3.25,COMPLETED
00301627A,3.10,COMPLETED
00301628B,2.80,COMPLETED
00301629C,3.90,COMPLETED
00301630D,3.50,COMPLETED
00301631E,2.70,COMPLETED
00301632F,2.90,COMPLETED
00301633G,2.80,COMPLETED
00301634H,3.40,COMPLETED
00301635I,3.00,COMPLETED
00301636J,3.45,COMPLETED
00301637K,3.05,COMPLETED
00301638L,2.95,COMPLETED
00301639M,3.10,COMPLETED
00301640N,2.55,COMPLETED
00301641O,3.45,COMPLETED
00301642P,2.55,COMPLETED
00301643Q,2.55,COMPLETED
00301644R,3.30,COMPLETED
00301645S,3.10,COMPLETED
00301646T,3.30,COMPLETED
00301647U,3.25,COMPLETED
00301648V,2.50,COMPLETED
00301649W,2.65,COMPLETED
00301650X,3.25,COMPLETED
00301651Y,2.80,COMPLETED
00301652Z,2.95,COMPLETED
00301653A,2.85,COMPLETED
00301654B,3.00,COMPLETED
00301655C,2.70,COMPLETED
00301656D,2.50,COMPLETED
00301657E,2.90,COMPLETED
00301658F,3.35,COMPLETED
00301659G,2.95,COMPLETED
00301660H,3.55,COMPLETED
00301661I,3.15,COMPLETED
00301662J,3.55,COMPLETED
00301663K,2.95,COMPLETED
00301664L,3.10,COMPLETED
00301665M,2.90,COMPLETED
00301666N,2.90,COMPLETED
00301667O,3.25,COMPLETED
00301668P,3.60,COMPLETED
00301669Q,3.85,COMPLETED
00301670R,3.60,COMPLETED
00301671S,2.95,COMPLETED
00301672T,2.85,COMPLETED
00301673U,3.15,COMPLETED
00301674V,2.85,COMPLETED
00301675W,3.85,COMPLETED
00301676X,3.55,COMPLETED
00301677Y,3.55,COMPLETED
00301678Z,2.70,COMPLETED
00301679A,2.80,COMPLETED
00301680B,2.90,COMPLETED
00301681C,2.70,COMPLETED
00301682D,2.70,COMPLETED
00301683E,2.90,COMPLETED
00301684F,2.65,COMPLETED
00301685G,2.85,COMPLETED
00301686H,3.35,COMPLETED
00301687I,2.90,COMPLETED
00301688J,2.75,COMPLETED
00301689K,2.60,COMPLETED
00301690L,2.65,COMPLETED
00301691M,3.00,COMPLETED
00301692N,2.70,COMPLETED
00301693O,2.70,COMPLETED
00301694P,2.85,COMPLETED
00301695Q,2.65,COMPLETED
00301696R,2.70,COMPLETED
00301697S,2.95,COMPLETED
00301698T,2.75,COMPLETED
00301699U,2.70,COMPLETED
00301700V,2.70,COMPLETED
00301701W,2.85,COMPLETED
00301702X,2.75,COMPLETED
00301703Y,2.70,COMPLETED
00301704Z,3.20,COMPLETED
00301705A,2.65,COMPLETED
00301706B,3.00,COMPLETED
00301707C,2.65,COMPLETED
00301708D,2.85,COMPLETED
00301709E,3.00,COMPLETED
00301710F,3.00,COMPLETED
00301711G,2.75,COMPLETED
00301712H,2.60,COMPLETED
00301713I,2.70,COMPLETED
00301714J,2.95,COMPLETED
00301715K,2.70,COMPLETED
00301716L,2.55,COMPLETED
00301717M,2.60,COMPLETED
00301718N,2.50,COMPLETED
00301719O,2.60,COMPLETED
00301720P,2.70,COMPLETED
00301721Q,2.55,COMPLETED
00301722R,2.70,COMPLETED
00301723S,2.70,COMPLETED
00301724T,2.60,COMPLETED
00301725U,2.60,COMPLETED
00301726V,2.55,COMPLETED
00301727W,2.65,COMPLETED
00301728X,2.55,COMPLETED
00301729Y,2.60,COMPLETED
00301730Z,,ABSENT8
00301731A,2.40,COMPLETED
00301732B,3.20,COMPLETED
00301733C,3.20,COMPLETED
00301734D,2.30,COMPLETED
00301735E,2.20,COMPLETED
00301736F,2.25,COMPLETED
00301737G,2.10,COMPLETED
00301738H,3.20,COMPLETED
00301739I,2.10,COMPLETED
00301740J,2.10,COMPLETED
00301741K,2.60,COMPLETED
00301742L,2.25,COMPLETED
00301743M,2.20,COMPLETED
00301744N,2.25,COMPLETED
00301745O,2.15,COMPLETED
00301746P,2.20,COMPLETED
00301747Q,2.20,COMPLETED
00301748R,2.75,COMPLETED
00301749S,2.65,COMPLETED
00301750T,,ABSENT8
00301751U,2.10,COMPLETED
00301752V,2.15,COMPLETED
00301753W,2.10,COMPLETED
00301754X,2.30,COMPLETED
00301755Y,2.25,COMPLETED
00301756Z,2.65,COMPLETED
00301757A,2.35,COMPLETED
00301758B,2.25,COMPLETED
00301759C,2.30,COMPLETED
00301760D,2.25,COMPLETED
00301761E,2.10,COMPLETED
00301762F,2.65,COMPLETED
00301763G,2.70,COMPLETED
00301764H,2.40,COMPLETED
00301765I,3.70,COMPLETED
00301766J,2.40,COMPLETED
00301767K,2.75,COMPLETED
00301768L,2.55,COMPLETED
00301769M,2.45,COMPLETED
00301770N,2.35,COMPLETED
00301771O,3.60,COMPLETED
00301772P,2.55,COMPLETED
00301773Q,2.45,COMPLETED
00301774R,2.65,COMPLETED
00301775S,2.40,COMPLETED
00301776T,2.85,COMPLETED
00301777U,2.55,COMPLETED
00301778V,2.60,COMPLETED
00301779W,3.20,COMPLETED
00301780X,3.75,COMPLETED
00301781Y,2.60,COMPLETED
00301782Z,3.15,COMPLETED
00301783A,2.45,COMPLETED
00301784B,3.05,COMPLETED
00301785C,2.50,COMPLETED
00301786D,2.45,COMPLETED
00301787E,2.75,COMPLETED
00301788F,3.45,COMPLETED
00301789G,2.40,COMPLETED
00301790H,2.50,COMPLETED
00301791I,2.70,COMPLETED
00301792J,2.50,COMPLETED
00301793K,2.70,COMPLETED
00301794L,3.45,COMPLETED
00301795M,2.80,COMPLETED
00301796N,3.05,COMPLETED
00301797O,2.50,COMPLETED
00301798P,2.65,COMPLETED
00301799Q,2.90,COMPLETED
00301800R,2.85,COMPLETED
00301801S,2.75,COMPLETED
00301802T,2.90,COMPLETED
00301803U,2.85,COMPLETED
00301804V,3.10,COMPLETED
00301805W,2.75,COMPLETED
00301806X,3.45,COMPLETED
00301807Y,2.65,COMPLETED
00301808Z,2.60,COMPLETED
00301809A,2.65,COMPLETED
00301810B,2.70,COMPLETED
00301811C,2.85,COMPLETED
00301812D,2.70,COMPLETED
00301813E,2.90,COMPLETED
00301814F,3.10,COMPLETED
00301815G,2.65,COMPLETED
00301816H,3.00,COMPLETED
00301817I,3.00,COMPLETED
00301818J,2.60,COMPLETED
00301819K,2.75,COMPLETED
00301820L,3.00,COMPLETED
00301821M,2.95,COMPLETED
00301822N,3.00,COMPLETED
00301823O,2.80,COMPLETED
00301824P,2.70,COMPLETED
00301825Q,2.65,COMPLETED
00301826R,2.65,COMPLETED
00301827S,2.85,COMPLETED
00301828T,2.90,COMPLETED
00301829U,2.75,COMPLETED
00301830V,3.10,COMPLETED
00301831W,3.00,COMPLETED
00301832X,3.20,COMPLETED
00301833Y,3.00,COMPLETED
00301834Z,3.55,COMPLETED
00301835A,2.95,COMPLETED
00301836B,3.15,COMPLETED
00301837C,3.50,COMPLETED
00301838D,3.20,COMPLETED
00301839E,3.95,COMPLETED
00301840F,2.75,COMPLETED
00301841G,2.65,COMPLETED
00301842H,2.25,COMPLETED
00301843I,3.15,COMPLETED
00301844J,2.25,COMPLETED
00301845K,2.85,COMPLETED
00301846L,2.30,COMPLETED
00301847M,2.45,COMPLETED
00301848N,2.75,COMPLETED
00301849O,2.30,COMPLETED
00301850P,2.95,COMPLETED
00301851Q,3.50,COMPLETED
00301852R,2.55,COMPLETED
00301853S,2.95,COMPLETED
00301854T,3.15,COMPLETED
00301855U,2.35,COMPLETED
00301856V,2.70,COMPLETED
00301857W,2.55,COMPLETED
00301858X,2.35,COMPLETED
00301859Y,2.55,COMPLETED
00301860Z,2.50,COMPLETED
00301861A,2.75,COMPLETED
00301862B,2.70,COMPLETED
00301863C,2.90,COMPLETED
00301864D,2.90,COMPLETED
00301865E,3.45,COMPLETED
00301866F,3.40,COMPLETED
00301867G,2.90,COMPLETED
00301868H,2.95,COMPLETED
00301869I,2.95,COMPLETED
00301870J,2.90,COMPLETED
00301871K,3.35,COMPLETED
00301872L,2.95,COMPLETED
00301873M,3.10,COMPLETED
00301874N,3.25,COMPLETED
00301875O,2.95,COMPLETED
00301876P,3.05,COMPLETED
00301877Q,3.40,COMPLETED
00301878R,3.25,COMPLETED
00301879S,3.50,COMPLETED
00301880T,4.00,COMPLETED
00301881U,3.55,COMPLETED
00301882V,3.25,COMPLETED
00301883W,3.60,COMPLETED
00301884X,3.55,COMPLETED
00301885Y,3.50,COMPLETED
00301886Z,3.60,COMPLETED
00301887A,3.40,COMPLETED
00301888B,4.00,COMPLETED
00301889C,3.60,COMPLETED
00301890D,3.90,COMPLETED
00301891E,3.50,COMPLETED
00301892F,4.00,COMPLETED
00301893G,3.60,COMPLETED
00301894H,3.60,COMPLETED
00301895I,3.85,COMPLETED
00301896J,3.95,COMPLETED
00301897K,3.55,COMPLETED
00301898L,3.60,COMPLETED
00301899M,4.00,COMPLETED
00301900N,4.00,COMPLETED
00301901O,3.60,COMPLETED
00301902P,3.60,COMPLETED
00301903Q,3.55,COMPLETED
00301904R,3.55,COMPLETED
00301905S,3.45,COMPLETED
00301906T,4.00,COMPLETED
00301907U,4.00,COMPLETED
00301908V,3.95,COMPLETED
00301909W,2.75,COMPLETED
00301910X,2.70,COMPLETED
00301911Y,2.60,COMPLETED
00301912Z,2.70,COMPLETED
00301913A,2.75,COMPLETED
00301914B,3.05,COMPLETED
00301915C,2.85,COMPLETED
00301916D,2.75,COMPLETED
00301917E,3.25,COMPLETED
00301918F,3.00,COMPLETED
00301919G,2.85,COMPLETED
00301920H,2.80,COMPLETED
00301921I,2.75,COMPLETED
00301922J,2.70,COMPLETED
00301923K,3.10,COMPLETED
00301924L,2.70,COMPLETED
00301925M,2.60,COMPLETED
00301926N,2.65,COMPLETED
00301927O,2.70,COMPLETED
00301928P,2.80,COMPLETED
00301929Q,2.85,COMPLETED
00301930R,2.70,COMPLETED
00301931S,2.80,COMPLETED
00301932T,2.75,COMPLETED
00301933U,2.65,COMPLETED
00301934V,2.80,COMPLETED
00301935W,3.40,COMPLETED
00301936X,3.00,COMPLETED
00301937Y,2.80,COMPLETED
00301938Z,,ABSENT8
00301939A,2.70,COMPLETED
00301940B,2.70,COMPLETED
00301941C,2.75,COMPLETED
00301942D,2.70,COMPLETED
00301943E,2.75,COMPLETED
00301944F,2.75,COMPLETED
00301945G,2.60,COMPLETED
00301946H,2.90,COMPLETED
00301947I,2.95,COMPLETED
00301948J,2.65,COMPLETED
00301949K,2.65,COMPLETED
00301950L,2.60,COMPLETED
00301951M,3.00,COMPLETED
00301952N,3.00,COMPLETED
00301953O,2.70,COMPLETED
00301954P,2.45,COMPLETED
00301955Q,2.50,COMPLETED
00301956R,2.90,COMPLETED
00301957S,3.10,COMPLETED
00301958T,3.05,COMPLETED
00301959U,3.05,COMPLETED
00301960V,2.55,COMPLETED
00301961W,2.90,COMPLETED
00301962X,2.90,COMPLETED
00301963Y,2.85,COMPLETED
00301964Z,2.50,COMPLETED
00301965A,3.15,COMPLETED
00301966B,3.10,COMPLETED
00301967C,3.05,COMPLETED
00301968D,2.70,COMPLETED
00301969E,3.05,COMPLETED
00301970F,2.95,COMPLETED
00301971G,2.80,COMPLETED
00301972H,2.70,COMPLETED
00301973I,2.45,COMPLETED
00301974J,3.30,COMPLETED
00301975K,,ABSENT8
00301976L,2.70,COMPLETED
00301977M,2.80,COMPLETED
00301978N,2.90,COMPLETED
00301979O,2.40,COMPLETED
00301980P,2.60,COMPLETED
00301981Q,2.65,COMPLETED
00301982R,2.80,COMPLETED
00301983S,2.85,COMPLETED
00301984T,3.20,COMPLETED
00301985U,2.75,COMPLETED
00301986V,2.75,COMPLETED
00301987W,2.55,COMPLETED
00301988X,2.40,COMPLETED
00301989Y,2.80,COMPLETED
00301990Z,2.80,COMPLETED
00301991A,2.45,COMPLETED
00301992B,2.65,COMPLETED
00301993C,2.65,COMPLETED
00301994D,3.45,COMPLETED
00301995E,2.85,COMPLETED
00301996F,2.90,COMPLETED
00301997G,2.95,COMPLETED
00301998H,2.70,COMPLETED
00301999I,3.00,COMPLETED
00302000J,3.30,COMPLETED
00302001K,3.25,COMPLETED
00302002L,3.30,COMPLETED
00302003M,3.30,COMPLETED
00302004N,3.25,COMPLETED
00302005O,3.85,COMPLETED
00302006P,3.25,COMPLETED
00302007Q,2.25,COMPLETED
00302008R,2.40,COMPLETED
00302009S,2.75,COMPLETED
00302010T,2.95,COMPLETED
00302011U,2.90,COMPLETED
00302012V,2.35,COMPLETED
00302013W,2.95,COMPLETED
00302014X,2.45,COMPLETED
00302015Y,3.50,COMPLETED
00302016Z,2.50,COMPLETED
00302017A,2.85,COMPLETED
00302018B,2.80,COMPLETED
00302019C,2.75,COMPLETED
00302020D,2.60,COMPLETED
00302021E,2.60,COMPLETED
00302022F,2.70,COMPLETED
00302023G,2.70,COMPLETED
00302024H,2.45,COMPLETED
00302025I,2.40,COMPLETED
00302026J,2.75,COMPLETED
00302027K,2.70,COMPLETED
00302028L,2.85,COMPLETED
00302029M,2.50,COMPLETED
00302030N,2.60,COMPLETED
00302031O,2.50,COMPLETED
00302032P,2.50,COMPLETED
00302033Q,3.60,COMPLETED
00302034R,3.50,COMPLETED
00302035S,2.65,COMPLETED
00302036T,2.50,COMPLETED
00302037U,2.55,COMPLETED
00302038V,2.85,COMPLETED
00302039W,2.50,COMPLETED
00302040X,2.55,COMPLETED
00302041Y,2.55,COMPLETED
00302042Z,2.50,COMPLETED
00302043A,2.60,COMPLETED
00302044B,2.60,COMPLETED
00302045C,2.50,COMPLETED
00302046D,2.45,COMPLETED
00302047E,2.65,COMPLETED
00302048F,3.40,COMPLETED
00302049G,3.60,COMPLETED
00302050H,3.40,COMPLETED
00302051I,3.15,COMPLETED
00302052J,3.20,COMPLETED
00302053K,3.15,COMPLETED
00302054L,3.05,COMPLETED
00302055M,2.60,COMPLETED
00302056N,2.60,COMPLETED
00302057O,3.05,COMPLETED
00302058P,2.40,COMPLETED
00302059Q,2.60,COMPLETED
00302060R,3.45,COMPLETED
00302061S,2.50,COMPLETED
00302062T,,ABSENT8
00302063U,3.00,COMPLETED
00302064V,3.10,COMPLETED
00302065W,2.90,COMPLETED
00302066X,2.80,COMPLETED
00302067Y,2.95,COMPLETED
00302068Z,2.70,COMPLETED
00302069A,2.65,COMPLETED
00302070B,2.60,COMPLETED
00302071C,2.80,COMPLETED
00302072D,2.90,COMPLETED
00302073E,3.15,COMPLETED
00302074F,2.90,COMPLETED
00302075G,3.35,COMPLETED
00302076H,2.85,COMPLETED
00302077I,2.75,COMPLETED
00302078J,2.50,COMPLETED
00302079K,3.55,COMPLETED
00302080L,2.65,COMPLETED
00302081M,2.65,COMPLETED
00302082N,2.60,COMPLETED
00302083O,2.75,COMPLETED
00302084P,3.55,COMPLETED
00302085Q,3.50,COMPLETED
00302086R,3.10,COMPLETED
00302087S,,ABSENT8
00302088T,3.55,COMPLETED
00302089U,2.90,COMPLETED
00302090V,3.25,COMPLETED
00302091W,2.80,COMPLETED
00302092X,3.50,COMPLETED
00302093Y,3.10,COMPLETED
00302094Z,3.90,COMPLETED
00302095A,3.15,COMPLETED
00302096B,3.65,COMPLETED
00302097C,3.00,COMPLETED
00302098D,2.95,COMPLETED
00302099E,2.95,COMPLETED
00302100F,2.95,COMPLETED
00302101G,3.30,COMPLETED
00302102H,3.05,COMPLETED
00302103I,3.40,COMPLETED
00302104J,3.00,COMPLETED
00302105K,2.95,COMPLETED
00302106L,2.95,COMPLETED
00302107M,3.40,COMPLETED
00302108N,2.95,COMPLETED
00302109O,2.95,COMPLETED
00302110P,2.95,COMPLETED
00302111Q,3.65,COMPLETED
00302112R,3.50,COMPLETED
00302113S,3.75,COMPLETED
00302114T,3.50,COMPLETED
00302115U,3.70,COMPLETED
00302116V,3.60,COMPLETED
00302117W,3.55,COMPLETED
00302118X,3.65,COMPLETED
00302119Y,3.80,COMPLETED
00302120Z,2.60,COMPLETED
00302121A,2.65,COMPLETED
00302122B,3.00,COMPLETED
00302123C,2.50,COMPLETED
00302124D,3.15,COMPLETED
00302125E,2.65,COMPLETED
00302126F,2.55,COMPLETED
00302127G,2.60,COMPLETED
00302128H,2.55,COMPLETED
00302129I,3.10,COMPLETED
00302130J,2.85,COMPLETED
00302131K,3.20,COMPLETED
00302132L,2.60,COMPLETED
00302133M,2.75,COMPLETED
00302134N,2.40,COMPLETED
00302135O,2.60,COMPLETED
00302136P,2.75,COMPLETED
00302137Q,2.75,COMPLETED
00302138R,2.75,COMPLETED
00302139S,2.70,COMPLETED
00302140T,3.05,COMPLETED
00302141U,3.15,COMPLETED
00302142V,2.50,COMPLETED
00302143W,3.15,COMPLETED
00302144X,2.90,COMPLETED
00302145Y,2.75,COMPLETED
00302146Z,2.70,COMPLETED
00302147A,2.80,COMPLETED
00302148B,2.65,COMPLETED
00302149C,2.75,COMPLETED
00302150D,2.75,COMPLETED
00302151E,2.95,COMPLETED
00302152F,2.55,COMPLETED
00302153G,2.90,COMPLETED
00302154H,3.05,COMPLETED
00302155I,2.60,COMPLETED
00302156J,2.85,COMPLETED
00302157K,2.70,COMPLETED
00302158L,2.65,COMPLETED
00302159M,2.65,COMPLETED
00302160N,2.60,COMPLETED
00302161O,2.80,COMPLETED
00302162P,2.70,COMPLETED
00302163Q,2.80,COMPLETED
00302164R,3.15,COMPLETED
00302165S,3.35,COMPLETED
00302166T,2.95,COMPLETED
00302167U,2.75,COMPLETED
00302168V,2.80,COMPLETED
00302169W,2.95,COMPLETED
00302170X,2.85,COMPLETED
00302171Y,2.85,COMPLETED
00302172Z,3.40,COMPLETED
00302173A,2.80,COMPLETED
00302174B,2.15,COMPLETED
00302175C,2.20,COMPLETED
00302176D,2.15,COMPLETED
00302177E,2.20,COMPLETED
00302178F,2.10,COMPLETED
00302179G,2.65,COMPLETED
00302180H,1.90,COMPLETED
00302181I,2.25,COMPLETED
00302182J,1.85,COMPLETED
00302183K,3.10,COMPLETED
00302184L,2.05,COMPLETED
00302185M,2.05,COMPLETED
00302186N,3.55,COMPLETED
00302187O,2.15,COMPLETED
00302188P,3.30,COMPLETED
00302189Q,2.45,COMPLETED
00302190R,2.40,COMPLETED
00302191S,3.25,COMPLETED
00302192T,3.35,COMPLETED
00302193U,1.90,COMPLETED
00302194V,1.95,COMPLETED
00302195W,1.80,COMPLETED
00302196X,3.55,COMPLETED
00302197Y,2.05,COMPLETED
00302198Z,2.10,COMPLETED
00302199A,2.25,COMPLETED
00302200B,2.10,COMPLETED
00302201C,3.90,COMPLETED
00302202D,3.70,COMPLETED
00302203E,2.85,COMPLETED
00302204F,3.25,COMPLETED
00302205G,3.80,COMPLETED
00302206H,2.85,COMPLETED
00302207I,2.70,COMPLETED
00302208J,2.85,COMPLETED
00302209K,3.90,COMPLETED
00302210L,3.80,COMPLETED
00302211M,3.85,COMPLETED
00302212N,2.90,COMPLETED
00302213O,2.65,COMPLETED
00302214P,3.35,COMPLETED
00302215Q,3.55,COMPLETED
00302216R,3.05,COMPLETED
00302217S,2.90,COMPLETED
00302218T,2.65,COMPLETED
00302219U,3.25,COMPLETED
00302220V,2.85,COMPLETED
00302221W,3.90,COMPLETED
00302222X,3.85,COMPLETED
00302223Y,3.05,COMPLETED
00302224Z,3.40,COMPLETED
00302225A,3.00,COMPLETED
00302226B,3.65,COMPLETED
00302227C,2.80,COMPLETED
00302228D,2.85,COMPLETED
00302229E,3.70,COMPLETED
00302230F,3.15,COMPLETED
00302231G,3.25,COMPLETED
00302232H,2.90,COMPLETED
00302233I,2.65,COMPLETED
00302234J,2.65,COMPLETED
00302235K,2.70,COMPLETED
00302236L,3.10,COMPLETED
00302237M,2.70,COMPLETED
00302238N,2.65,COMPLETED
00302239O,2.95,COMPLETED
00302240P,2.85,COMPLETED
00302241Q,2.70,COMPLETED
00302242R,2.70,COMPLETED
00302243S,2.65,COMPLETED
00302244T,2.90,COMPLETED
00302245U,3.05,COMPLETED
00302246V,2.75,COMPLETED
00302247W,2.65,COMPLETED
00302248X,3.15,COMPLETED
00302249Y,2.95,COMPLETED
00302250Z,2.60,COMPLETED
00302251A,2.65,COMPLETED
00302252B,2.60,COMPLETED
00302253C,3.60,COMPLETED
00302254D,3.65,COMPLETED
00302255E,3.60,COMPLETED
00302256F,3.55,COMPLETED
00302257G,3.60,COMPLETED
00302258H,4.00,COMPLETED
00302259I,3.50,COMPLETED
00302260J,3.50,COMPLETED
00302261K,3.50,COMPLETED
00302262L,3.70,COMPLETED
00302263M,3.65,COMPLETED
00302264N,3.85,COMPLETED
00302265O,3.65,COMPLETED
00302266P,3.60,COMPLETED
00302267Q,3.60,COMPLETED
00302268R,3.55,COMPLETED
00302269S,3.65,COMPLETED
00302270T,3.50,COMPLETED
00302271U,3.60,COMPLETED
00302272V,4.00,COMPLETED
00302273W,4.00,COMPLETED
00302274X,3.55,COMPLETED
00302275Y,3.90,COMPLETED
00302276Z,3.45,COMPLETED
00302277A,3.65,COMPLETED
00302278B,3.80,COMPLETED
00302279C,3.60,COMPLETED
00302280D,3.55,COMPLETED
00302281E,3.65,COMPLETED
00302282F,3.70,COMPLETED
00302283G,3.65,COMPLETED
00302284H,3.60,COMPLETED
00302285I,3.55,COMPLETED
00302286J,3.65,COMPLETED
00302287K,3.70,COMPLETED
00302288L,3.65,COMPLETED
00302289M,3.80,COMPLETED
00302290N,3.65,COMPLETED
00302291O,3.65,COMPLETED
00302292P,3.65,COMPLETED
00302293Q,3.60,COMPLETED
00302294R,3.70,COMPLETED
00302295S,3.60,COMPLETED
00302296T,4.00,COMPLETED
00302297U,3.70,COMPLETED
00302298V,3.60,COMPLETED
00302299W,3.85,COMPLETED
00302300X,3.60,COMPLETED
00302301Y,3.55,COMPLETED
00302302Z,3.60,COMPLETED
00302303A,3.65,COMPLETED
00302304B,3.80,COMPLETED
00302305C,4.00,COMPLETED
00302306D,3.75,COMPLETED
00302307E,4.00,COMPLETED
00302308F,3.60,COMPLETED
00302309G,3.85,COMPLETED
00302310H,4.00,COMPLETED
00302311I,3.95,COMPLETED
